plane,manufacturing_year,type,manufacturer,model,engines,seats,speed,engine,fuel_cc
N386SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28543.18997
N38727,1999,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,28354.64287
N387DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,40962.31133
N387SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28617.99663
N388AA,1995,Fixed wing multi engine,BOEING,767-323,2,330,,Turbo-fan,115354.9079
N388DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41748.87818
N388HA,2012,Fixed wing multi engine,AIRBUS,A330-243,2,377,,Turbo-fan,147581.6884
N388SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28054.58362
N389AA,1995,Fixed wing multi engine,BOEING,767-323,2,330,,Turbo-fan,114712.767
N389DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41285.58613
N389HA,,Fixed wing multi engine,AIRBUS,A330-243,2,377,,Turbo-fan,
N389SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27883.41968
N390AA,1995,Fixed wing multi engine,BOEING,767-323,2,330,,Turbo-fan,114910.3094
N390DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41402.38912
N390HA,2013,Fixed wing multi engine,AIRBUS,A330-243,2,377,,Turbo-fan,147183.5332
N390SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27932.90851
N391AA,1995,Fixed wing multi engine,BOEING,767-323,2,330,,Turbo-fan,115398.0158
N391CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12109.94282
N391DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41966.17001
N391HA,2013,Fixed wing multi engine,AIRBUS,A330-243,2,377,,Turbo-fan,147462.7952
N391SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28468.67436
N39297,2005,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,28140.61828
N392DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41085.57144
N392HA,2013,Fixed wing multi engine,AIRBUS,A330-243,2,377,,Turbo-fan,147604.8639
N392SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28299.99414
N393AA,1994,Rotorcraft,BELL,230,2,11,,Turbo-shaft,5645.325387
N393DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41502.54173
N393HA,2013,Fixed wing multi engine,AIRBUS,A330-243,2,377,,Turbo-fan,147460.5694
N39415,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41784.41131
N39416,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41849.83157
N39418,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41808.0454
N39423,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,42236.86765
N39450,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,42467.07094
N39461,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,42457.34025
N39463,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41974.75588
N39475,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,42177.89277
N394AA,2007,Fixed wing single engine,AVIAT AIRCRAFT INC,A-1B,1,2,,Reciprocating,799.3064148
N394DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41511.24357
N394DL,1995,Fixed wing multi engine,BOEING,767-324,2,269,,Turbo-fan,78256.57292
N394SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28772.85964
N395DN,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41057.84522
N395HA,2013,Fixed wing multi engine,AIRBUS,A330-243,2,377,,Turbo-fan,147207.9062
N395SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28526.72991
N396DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41580.74995
N396SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28133.77756
N39726,1999,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27951.7182
N39728,1999,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27934.08626
N397AA,1985,Fixed wing single engine,STEWART MACO,FALCON XP,1,2,,Reciprocating,2538.291813
N397DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41754.87305
N397SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28607.94973
N398AA,,Fixed wing multi engine,LEARJET INC,60,2,11,,Turbo-fan,
N398CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12337.36277
N398DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41197.59595
N398SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28174.54897
N399DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,,Turbo-jet,41806.98817
N399WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28757.36707
N400WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25750.5913
N401UA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46156.46758
N401WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25491.8364
N402AS,2012,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,54572.90518
N402UA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46154.70262
N402WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25479.37634
N403AS,2012,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,54442.59074
N403UA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46468.59888
N403WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25667.45936
N404UA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45767.11852
N404WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24856.4561
N405UA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45979.76438
N405WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25447.72032
N406UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46532.5511
N406US,1988,Fixed wing multi engine,BOEING,737-401,2,149,,Turbo-jet,28416.91139
N406WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25127.7518
N407AS,2012,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,54472.63253
N407UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45501.05722
N407WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24932.28227
N408AS,2012,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,55234.29871
N408UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46080.9974
N408WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25456.37739
N409AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,54405.20843
N409UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45502.07944
N409US,1988,Fixed wing multi engine,BOEING,737-401,2,149,,Turbo-jet,28049.37208
N409WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25006.5323
N410UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46052.52153
N410WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25712.63511
N41104,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8766.507794
N41135,1999,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37079.96149
N41140,2000,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37745.28497
N411UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46044.79008
N411WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25123.22412
N412UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45864.61559
N412WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25191.76616
N413AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,54705.75789
N413UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46616.61067
N413WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25666.91829
N414UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45435.04476
N414WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24848.22983
N415UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46614.1725
N415WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25551.34597
N416UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46263.1815
N416WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25561.76729
N417UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45961.99832
N417WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25672.85829
N418UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45574.27808
N418WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24900.32713
N419AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,54765.95277
N419UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46086.17929
N419US,1989,Fixed wing multi engine,BOEING,737-401,2,149,,Turbo-jet,28595.83057
N419WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25046.53669
N420UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46405.71709
N420US,1989,Fixed wing multi engine,BOEING,737-401,2,149,,Turbo-jet,28593.95957
N420WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25544.83734
N421LV,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25692.05747
N421UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46456.47304
N422UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46511.73364
N422WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25621.12806
N423AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,55006.94295
N423UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45704.27945
N423WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25160.9681
N424AA,1986,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,36727.17244
N424UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46064.13159
N424WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25004.07548
N425AA,1968,Fixed wing single engine,PIPER,PA-28-180,1,4,107,Reciprocating,4534.573492
N425LV,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24857.32521
N425UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45805.35289
N426AA,1986,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,36558.54409
N426UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46396.21819
N426WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25258.84209
N427SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8271.566954
N427UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46041.4505
N427US,1989,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28276.57091
N427WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25346.74033
N428UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46169.85105
N428WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24958.97686
N429UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46059.31734
N429WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25491.80779
N430UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46386.7517
N430US,1989,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,27902.79608
N430WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25532.66017
N431AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,54754.10556
N431UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45804.22878
N431WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25497.67252
N432UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46140.1357
N432US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28541.20207
N432WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24999.68296
N433AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,36160.18546
N433AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,54657.39325
N433LV,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25268.12026
N433UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46232.48611
N433US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28312.7348
N434AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35323.84755
N434UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46305.52335
N434US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28381.90892
N434WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24958.38346
N435AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,36331.72036
N435AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,55058.07889
N435UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45905.12783
N435US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,27951.20745
N435WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25430.98412
N436AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,36002.40561
N436UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46330.00128
N436WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25402.13008
N437AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35453.28546
N437UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46268.58459
N437WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25713.43402
N438AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35641.62485
N438UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45515.12529
N438US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28267.3106
N438WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25532.9765
N439AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35827.17218
N439UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45465.42259
N439US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28257.22189
N439WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24827.71803
N440AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,54512.67199
N440LV,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25749.16843
N440UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46061.4658
N440US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28239.7889
N441UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46222.4005
N441US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28664.74655
N441WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25589.97886
N442AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,,Turbo-fan,55086.61285
N442UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45797.44127
N442WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25609.43682
N443UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45614.14377
N443US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28299.23878
N443WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25381.50198
N444UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45908.66865
N444US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28445.70306
N444WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25418.72779
N445UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45718.00674
N445WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24830.22798
N446UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45532.14426
N446WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25005.3758
N447UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46219.75774
N447WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24832.04187
N448UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46010.32323
N448WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25428.36159
N449UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45763.43972
N449US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,27870.4576
N449WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25648.20445
N450UW,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28404.83591
N450WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25628.61583
N451UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46189.94743
N451WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24858.25375
N452UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46032.93996
N452UW,1991,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28944.48348
N452WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24957.64769
N453UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45598.11854
N453UW,1991,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28585.32135
N453WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25008.92903
N45440,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41837.96511
N454AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,35520.90504
N454UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46163.47871
N454WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25404.76792
N455AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,36033.81427
N455UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45829.3768
N455UW,1991,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28113.45109
N455WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24766.67523
N456AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,36408.41669
N456UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45966.98713
N456WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25389.96494
N457UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46130.45425
N457WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25306.29371
N458UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45288.69175
N458WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25194.43279
N45905,2012,Fixed wing multi engine,BOEING,787-8,2,260,,Turbo-fan,73140.93345
N459UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45867.33755
N459WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25222.21217
N460UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45323.42782
N460UW,1991,Fixed wing multi engine,BOEING,737-4B7,2,149,,Turbo-fan,28555.51415
N460WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25454.79838
N461UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46207.20589
N461WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25716.66245
N462UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45863.21496
N462WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25543.52821
N463UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46096.60902
N463WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24738.75868
N464UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45958.87059
N464WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25072.46222
N465UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45945.46193
N465WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25433.49564
N466AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,36210.04892
N466UA,,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,
N466WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25657.13983
N467AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,35492.76738
N467UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45520.93397
N467WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25240.52676
N468AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,36284.47264
N468UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46167.12093
N468WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24867.73803
N469AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,36387.36646
N469UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45219.63431
N469WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24929.0328
N470AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,36473.95849
N470UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45788.81468
N470WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24960.31084
